impedance_cycle_number,Re,Rct
1,0.04466870036616091,0.06945627304536996
2,0.04668700162486933,0.07627474098530587
3,0.044843430573346096,0.0679720560130687
4,0.04619468955099375,0.07453388918437964
5,0.04510114851143001,0.06852832896000328
6,0.04599074473076839,0.07342664108773311
7,0.044172075577171746,0.06804449516996176
8,0.0452171085992494,0.07464778408413367
9,0.043786628196075913,0.06845021227072765
10,0.04490994541365791,0.07395687603254197
11,0.04463932198878524,0.0683410113732366
12,0.04717044086931744,0.07208112164479205
13,0.043558785775475374,0.06868237655872211
14,0.04648969708635643,0.07102909339339247
15,0.04526547818261783,0.0681437253042456
16,0.0463622366817154,0.07193029860543036
17,0.044483715777434665,0.06782555719716843
18,0.04482791300205649,0.07288826952758304
19,0.04441416485910045,0.06885805241213436
20,0.04466450679894579,0.0727868237536811
21,0.04453544590029642,0.06779434699116274
22,0.04502135245555801,0.06940408185539676
23,0.04610646564263781,0.07041083307756363
24,0.04646251600050638,0.06993774302336724
25,0.04766732499763113,0.06870142026856427
26,0.04772385451119983,0.06950417544214327
27,0.04786769518725868,0.06782851501053842
28,0.04694022963323793,0.069661211991841
29,0.045613419083722975,0.0690386303340568
30,0.04702798243208013,0.07112946749607083
31,0.04672887233883059,0.06971129972921941
32,0.047755380262671634,0.07167079612312527
33,0.04691622519628201,0.06913343554751465
34,0.047022939446838434,0.06976696183555635
35,0.046604793185003,0.06852215228822905
36,0.046245370477528074,0.0719248993978976
37,0.04683293993011124,0.06946896899621643
38,0.04618610336751238,0.07193787056034481
39,0.04624136663986422,0.06934916902797013
40,0.04773737014313117,0.0703395836124857
41,0.049427483436388156,0.0695498357572787
42,0.04838334154876506,0.06973812701544792
43,0.04747841688797767,0.06488297170955903
44,0.048037510039299486,0.07012511424776673
45,0.047703621105183044,0.06859813037774799
46,0.048086960073381944,0.0697134641311117
47,0.04815104655957722,0.06772207819825936
48,0.04754728174038817,0.07318009891168203
49,0.04759013382319219,0.06914272874669278
50,0.04764092098948851,0.07165247326552959
51,0.04764024061757782,0.06898277923910441
52,0.04842436953177311,0.07249983749010006
53,0.04893386185534073,0.06795990180113623
54,0.04943074564871873,0.0701407541984291
55,0.049323007176718225,0.06895642914528509
56,0.04974822543014387,0.07112993844977841
57,0.04912202877042455,0.06890956847456893
58,0.04988486594475391,0.07198302765125617
59,0.047859449246718755,0.06977255608528674
60,0.04921638093217895,0.07146374397937286
61,0.04887229013423192,0.06876809153866811
62,0.04994593893656341,0.07088704261645878
63,0.048296439195350184,0.0673151471016695
64,0.048969605147940264,0.07178168505217358
65,0.04814709226602492,0.0684158918231915
66,0.05022937602514056,0.0718319241428618
67,0.04845430020206581,0.06777935051052719
68,0.04971526662508074,0.07139027154395669
69,0.04868025293328389,0.06583444846364324
70,0.04913216601843565,0.0724518691988788
71,0.049918728983506716,0.06876463309502395
72,0.04920968322529824,0.07304025099509703
73,0.04943664953959982,0.06892300885560772
74,0.04950631616559385,0.07251082944035009
75,0.04940333988784369,0.06864846238725138
76,0.04865176277959679,0.07201762091170956
77,0.04915501980244644,0.06913086863703587
78,0.04916575568371288,0.07316993618002728
79,0.04870161283727027,0.06859455507457586
80,0.04923427342088277,0.07277120733743579
81,0.04885677345766941,0.06871570767989431
82,0.0505475864921389,0.07270866794574943
83,0.0506497585783765,0.06853536104799454
84,0.050118814742107526,0.07301041089661342
85,0.04913242687695094,0.0693303248319639
86,0.049792567319026114,0.07343650361620202
87,0.049633135916243465,0.06881429671018138
88,0.049865378066600005,0.0732133898164959
89,0.048921290356402275,0.06883931362761586
90,0.049811932785538866,0.07459618605206403
91,0.04975125749803476,0.06863892419996058
92,0.04850673488997184,0.07458309776342148
93,0.04915918196298162,0.06906734479973246
94,0.050023074203339506,0.0736638387977965
95,0.04970808709656559,0.06830006146095657
96,0.05020469043786587,0.07371885821597624
97,0.048950660803835325,0.06963267386152323
98,0.04975857340773159,0.07465617760875586
99,0.049808396255372756,0.06902298762939403
100,0.04968675503783295,0.07355425821939737
101,0.05059411389974348,0.06858328460478416
102,0.04995005707049774,0.0746229428074614
103,0.04984421041201089,0.07014070107890119
104,0.050282564251258356,0.07360391142336822
105,0.05006270229203594,0.06979118038789997
106,0.04992007781904663,0.074642062777058
107,0.04921445916482306,0.06990836301107425
108,0.05007996435013632,0.07547710929281527
109,0.054692185026359336,0.07464599360022733
110,0.05487320211540928,0.07934403644117197
111,0.05415675281078651,0.07505843667743599
112,0.055240499862766274,0.08002359358228964
113,0.054542809780562286,0.07592379199991395
114,0.055080368328742545,0.08045008161921993
115,0.053398671864258646,0.07562889610038578
116,0.05484578494342528,0.08099527914390654
117,0.055453259476974714,0.0748392292244765
118,0.05808949268604193,0.07900611376190819
119,0.05703849864055661,0.07445419405660497
120,0.05639999430512618,0.08181491967012575
121,0.056951772502699796,0.07706935596260868
122,0.057159147914507935,0.08086696623694065
123,0.05595864562729926,0.07609569637070202
124,0.056998793862942924,0.08250100764416027
125,0.05699010907560385,0.07648289029638874
126,0.05791594677751306,0.08175057083151278
127,0.057000769180639774,0.07741124519885696
128,0.0585831887959693,0.08269416457353587
129,0.05728256542976495,0.07692027721215688
130,0.05684411239635824,0.082272625759776
131,0.0589529203196688,0.07735170203997428
132,0.05667203462955093,0.08291573296417665
133,0.058223361510524915,0.07615092115486195
134,0.057798377106990255,0.07518971733166918
135,0.05869361561103209,0.08099673983388944
136,0.0581005359089264,0.07604639902387582
137,0.05687355099054793,0.08079234772463807
138,0.057819391216989646,0.07620792252066097
139,0.058401226760293384,0.0816166339541188
140,0.05729597585562558,0.07603115808018222
141,0.05713926164978321,0.08203042743610463
142,0.057011915661303356,0.07793753101024108
143,0.056846750542401,0.08430934905296765
144,0.05739160457574554,0.07732083011265528
145,0.05971458306876328,0.08128077873787101
146,0.05669401159445664,0.07756322518442982
147,0.057876489486257204,0.0827621596207595
148,0.05711363659055292,0.07889973426640497
149,0.057106052592570886,0.08389339159553517
150,0.058410674041032944,0.07787942798165798
151,0.05832440115222774,0.0823356083860003
152,0.057206589538471034,0.07814181670188959
153,0.05853988727737317,0.08259957408588693
154,0.0568695950036647,0.07851971117292988
155,0.057610002271573896,0.08361769407052744
156,0.05758927754908643,0.07858483851402417
157,0.05687744083786221,0.08453629957179691
158,0.05841225795718409,0.07816622903600336
159,0.058982855797460765,0.07840869791471827
160,0.06019789084807145,0.08377346645248043
161,0.05843281496253658,0.07878612106344238
162,0.05988352416265757,0.08361156763608181
163,0.06081675929565647,0.08038388778322308
164,0.058875120497055886,0.08370562422038381
165,0.058641305762534054,0.07856327599613487
166,0.05844518592952695,0.0843513765148262
167,0.05925711282693887,0.08002743252583437
168,0.06055121054997781,0.08328051476741821
169,0.05877801771423867,0.07918337546950212
170,0.05995025589217596,0.0831904359131708
171,0.05835227769750316,0.07964710418735362
172,0.05956501303684226,0.08487011380929321
173,0.058938187317504366,0.07953792065559018
174,0.059853349010250065,0.08473917663733575
175,0.0584896827626018,0.07964370546866237
176,0.05874548029308314,0.08711721350349075
177,0.06134060755888107,0.07733665024296885
178,0.06083767084489383,0.08490902777488013
179,0.05834271794334396,0.07994246159333938
180,0.05993762786815949,0.08479950183605617
181,0.05979534226516758,0.07964682734703848
182,0.05959588691816853,0.08518775171680287
183,0.05920398197966059,0.08007181105183933
184,0.058400743519397356,0.08632938236969102
185,0.06134389439332634,0.07989290542746168
186,0.06260506440345279,0.08502111899525971
187,0.05881986188457543,0.07914854798469835
188,0.06115195391732467,0.08485577620272611
189,0.060462461899175826,0.08092668356466791
190,0.059630601199984506,0.0850345675980089
191,0.06160738568225919,0.08020127504914304
192,0.060986669920577066,0.08583976882422588
193,0.060802701783849895,0.08185255727094856
194,0.06100425704109886,0.08588436114872877
195,0.06147075614169803,0.08170752156365965
196,0.06232914782727364,0.08822161138920462
