battery,discharge_cycle_number,capacity_ah,Re,Rct
B0006,1,2.035337591005598,0.0656168494638861,0.0886832084583472
B0006,2,2.025140246031412,0.06062991544979,0.0780240937829042
B0006,3,2.013326371345464,0.0608598716542857,0.078402402030253
B0006,4,2.0132846655407413,0.0600645081818017,0.0780709338220486
B0006,5,2.000528337624771,0.0622010238603739,0.0843708463839711
B0006,6,2.0138990759931645,0.0620735017548995,0.0838418603746595
B0006,7,2.013101105626967,0.0620059553592676,0.0824334688248624
B0006,8,1.96878982627284,0.0604355089729667,0.0794940929426612
B0006,9,1.9681661764334244,0.0598822703747387,0.0787121835729847
B0006,10,1.9572307917560536,0.0605872148226689,0.0798953392291199
B0006,11,1.9455991514129352,0.0623656407181244,0.0838905459318235
B0006,12,1.934750504484113,0.0623876560738503,0.0842744747657226
B0006,13,1.9232799539368028,0.0620914468566786,0.0816430296477719
B0006,14,1.911889930948487,0.063565361566046,0.0815083438568061
B0006,15,1.9010667141979305,0.0629416819377525,0.0819917256267003
B0006,16,1.8891989948061456,0.0618912233003596,0.0812080578761546
B0006,17,1.878278372248849,0.0617164212906492,0.0815016521658017
B0006,18,1.8675697161520208,0.0619987848117648,0.0813876104403678
B0006,19,1.8675892574453767,0.063077623330134,0.0828714690508149
B0006,20,1.979626548250818,0.0627995855607608,0.0818468337271938
B0006,21,1.9575499080884025,0.0630836006264319,0.0826425768350357
B0006,22,1.9458150170787551,0.0618301921741058,0.0812043516055386
B0006,23,1.9242461121680092,0.0628269465788076,0.0834715784465107
B0006,24,1.945981133142164,0.0634981757133398,0.0838548867166324
B0006,25,1.901407930553079,0.0626407868157124,0.0829902829233761
B0006,26,1.878674213680085,0.0639508532502377,0.0832684036551876
B0006,27,1.8683061328264217,0.0619144429844288,0.0827944269463386
B0006,28,1.8560244070083,0.0622366404518175,0.0822751953989806
B0006,29,1.8451997961855775,0.062031064463088,0.0831917770388853
B0006,30,1.857228890885317,0.0625064903803401,0.0842684807349334
B0006,31,1.9247760889090637,0.0633407484183548,0.0844332596021156
B0006,32,1.8822317526092551,0.0659851482712769,0.0820590843305826
B0006,33,1.855276687885587,0.0658426536732281,0.0822846789859381
B0006,34,1.839250891718188,0.063686158466937,0.0823636397717541
B0006,35,1.8185396073994429,0.062912097899097,0.0821410228199839
B0006,36,1.8134770059567056,0.0636674117210705,0.0829695672555505
