impedance_cycle_number,Re,Rct
1,0.03816813609946085,0.06158094574229446
2,0.042352200255114755,0.07946205744298855
3,0.03971312292013592,0.06180654339682964
4,0.04171928239305599,0.08085099253522705
5,0.03840146399106517,0.06100130384680727
6,0.041725543288745344,0.07324252372827775
7,0.0371051772037323,0.06007565108189894
8,0.039929523505293565,0.07752548996987343
9,0.037833946033938984,0.061293760421866045
10,0.040868280768717374,0.07683869552898764
11,0.037520425405365855,0.060073134186248135
12,0.04169865656080958,0.0720729677827527
13,0.03739727137150672,0.0612330724542185
14,0.03998676920342006,0.07363674363826805
15,0.03591968009886427,0.06057069111701671
16,0.04146824914736063,0.06954303801749961
17,0.03738579892114978,0.06131737602920535
18,0.040910536950841486,0.06973813181143433
19,0.03789058841967389,0.06032875855026001
20,0.040097248859574955,0.07288145197811349
21,0.03715722957533256,0.06103479269674707
22,0.04119201955867326,0.06848356653346994
23,0.04105669646645134,0.07065997133250308
24,0.041759405414555945,0.06445608820977453
25,0.04119459773687198,0.07022095542831697
26,0.04232704798626884,0.06414150947613172
27,0.03996874022966617,0.06812474119697177
28,0.03967286398299121,0.06333755034552216
29,0.03979410788978178,0.06877945536158117
30,0.04046536725285732,0.06397225205950727
31,0.04093901824195282,0.06675223084774302
32,0.04083099544598788,0.06292223531520325
33,0.041067363565729334,0.0662850303940424
34,0.04078701229987664,0.06338858492819599
35,0.041661708894818184,0.06816357758679417
36,0.03981735939635393,0.06446689612483536
37,0.040333531003242,0.06552022262244311
38,0.03879098770177327,0.06280987925671022
39,0.039800320946257906,0.06501329487260551
40,0.04135849902166442,0.06409309629130175
41,0.04068161380288319,0.06480202845662458
42,0.04198813216408782,0.06290743673977844
43,0.04069176276675313,0.06403224799847893
44,0.0410635565050997,0.06183018814159419
45,0.04036112042873984,0.06359181730010477
46,0.0397095688006817,0.06308316873083149
47,0.04725020480421689,0.07272586091049475
48,0.04658869845988432,0.06938696400889426
49,0.046165351746082724,0.07140516250476096
50,0.045058966847244336,0.06928051739204368
51,0.04588397322290627,0.06926007196689592
52,0.04581384765227875,0.06966533025568689
53,0.04922145778943997,0.07134263821575189
54,0.04888655382152031,0.06968514370622465
55,0.0483951365393567,0.07135159504195451
56,0.04805522182634865,0.06988641944387855
57,0.04880060650708679,0.07055158255812932
58,0.047509200748586077,0.07037254012210739
59,0.047771007804623865,0.07071182578495028
60,0.048179914298366426,0.07048007986898036
61,0.04807094716422849,0.07168496170621791
62,0.04853240735824653,0.07034952369656776
63,0.04812925712317766,0.07103622899681207
64,0.04974625536405859,0.07095960275807538
65,0.04905350092860657,0.0716505512430741
66,0.04989362821249148,0.06988750479775756
67,0.047713850867314125,0.07104861014688077
68,0.04762093306188868,0.06959637470924757
69,0.04799398254598553,0.07155340020297168
70,0.04647996212810349,0.07109805169409975
71,0.04743838010781302,0.07011601815239543
72,0.04796925031131609,0.07089251138004057
73,0.048992220667641126,0.07040814900058472
74,0.04822541815588505,0.07097691576307026
75,0.04821470056663109,0.06961687203754899
76,0.04908955036286932,0.07022873713037443
77,0.047912972518477946,0.06948120171428374
78,0.048817413924019566,0.07189407403925935
79,0.04761040788727024,0.0703612147830665
80,0.04889219507251717,0.07012605128802055
81,0.048347237713963785,0.07029953014036178
82,0.04742321873077289,0.06907761875176498
83,0.050111225517516046,0.06960073254899966
84,0.048460437754935325,0.0708375336017697
85,0.04874528416849275,0.07248947480976828
86,0.04890922045962195,0.07224375321168745
87,0.04834801429353973,0.07007227991852431
88,0.05049341528042814,0.0714779278737494
89,0.04790614551385609,0.07076656687245311
90,0.049653807534869046,0.07281511275371025
91,0.04815631252607322,0.07031487671206166
92,0.049804698569480284,0.07183693248710026
93,0.04871866527250497,0.07073110778960329
94,0.04960142143548596,0.07212114083797687
95,0.04830978182442808,0.07064084986534173
96,0.04933286951263678,0.07263784411726666
97,0.04802200703480097,0.07107634151010893
98,0.048245150285560964,0.07344417258506274
99,0.04887856396815102,0.07067979605623653
100,0.05001512861656075,0.07381936636092858
101,0.04912443706060332,0.07004253090015103
102,0.047456705587096075,0.07255600991617446
103,0.04893713330364649,0.07109876809149202
104,0.048886406569936064,0.07289868386035867
105,0.04911103876049412,0.07147560174006445
106,0.04904240478915373,0.07202371305148902
107,0.05030151322042697,0.07382011728457984
108,0.04861981736892422,0.07223470556283451
109,0.04858590816702541,0.07223412421622642
110,0.04830739180756976,0.07449610987674748
111,0.04876858782226287,0.07064567543830795
112,0.04807714089362054,0.07403770271784743
113,0.04812419279863444,0.07218949222755539
114,0.048897202430558395,0.07193674461638987
115,0.048287687725557416,0.0711931915352938
116,0.05060519273798081,0.07400471120772745
117,0.0518898593763007,0.07337968785128729
118,0.05513227508897388,0.07463188429536609
119,0.05314810765507648,0.07419785919197229
120,0.052122387063300676,0.07530335771038864
121,0.051886743475727706,0.07331681215513984
122,0.05077571807567494,0.07496378520798935
123,0.05127880020286333,0.07413404629394856
124,0.05126724930337932,0.07541159661766002
125,0.05162074784919272,0.07456760686704336
126,0.051355678502895456,0.0749649652243977
127,0.05218773955758448,0.0730264613396324
128,0.05194895745860293,0.07469906780400354
129,0.051323546192023374,0.07394056507406407
130,0.05128667477654547,0.07539484013414438
131,0.052841857026562786,0.07385806546031527
132,0.05502813794451862,0.07705920199069437
133,0.05527266157182866,0.07666481641775076
134,0.05378413050825462,0.07630704682775627
135,0.05324102311684918,0.07558335014316388
136,0.05478650507622205,0.07743191172663344
137,0.05273469991494585,0.07574262774043826
138,0.05427689977479273,0.07517125637103751
139,0.054101669766115246,0.07605862048749032
140,0.05335555094385589,0.07624199701827614
141,0.053379437619037746,0.0768769249386572
142,0.05518512471358772,0.0767334331584221
143,0.05523767045005179,0.07884381066373808
144,0.053994133680981084,0.07773988563055201
145,0.054439338280930595,0.07785420519610012
146,0.055109377347250715,0.07623069832622051
147,0.05405487569096337,0.07821105614795815
148,0.05479070192432567,0.0771316593546729
149,0.05335322659418541,0.07819867312210359
150,0.05372850301976263,0.07612674604645071
151,0.05354779689154472,0.07799840526566774
152,0.05342880437818603,0.07475396587125875
153,0.05429631089195726,0.07755605645193993
154,0.05466184236291413,0.07846015850370025
155,0.054140507846383475,0.07849103991881125
156,0.053882401638940244,0.0774785569851945
157,0.05497736185369785,0.07863873360391814
158,0.05427616393971161,0.07537775917996459
159,0.05377474963866314,0.07616309255239219
160,0.054523978157317556,0.0781727897082057
161,0.0531805398246686,0.07546214094908074
162,0.05441238770330601,0.07816806645061
163,0.05409518971933728,0.07684363196174843
164,0.05451219205855288,0.07651054614613173
165,0.056164422063534065,0.07769932463139873
166,0.052351911552094406,0.0772564945442686
167,0.05561672295492655,0.07570816049932046
168,0.055582769847162185,0.07723477152073635
169,0.054893315578426714,0.0784417847890159
170,0.05474089300471066,0.07901841555586095
171,0.05559975704161817,0.07623453799616979
172,0.055237233438058246,0.0799393133533925
173,0.05396274243560972,0.07868889028954579
174,0.0572653476857599,0.07942312226110386
175,0.0541146320474673,0.07612960917607249
176,0.05107064795051435,0.07876484726875482
177,0.05245305255719061,0.07836888342427649
178,0.05508857873132331,0.07806701171840846
179,0.053291029799270764,0.07774180078331032
180,0.055778574185470456,0.07824269800333249
181,0.05374267950314573,0.07767030600334027
182,0.058454793092531966,0.07808837738558039
183,0.05464489394226865,0.07820049396409737
184,0.05487289835073646,0.08114313792394433
185,0.05828419298726298,0.07844622962445755
186,0.0568991758337347,0.07887220766486298
187,0.05428987712099985,0.07797181026914603
188,0.05574285095910161,0.08005685613579032
189,0.056765631832907296,0.0783665633777987
190,0.05446434802277253,0.07791983537472322
191,0.05968120820514389,0.07951493628212278
192,0.05604258367132115,0.07991327205972212
193,0.057541452922451095,0.08149127802203272
194,0.05719697967170129,0.08185319457580625
195,0.056906824959249674,0.0800043038139232
196,0.05533954029001459,0.08086669055606474
197,0.05670268214391647,0.08127758920341213
198,0.057050602535577005,0.08153840356165401
199,0.05753505401536875,0.07713077542429995
200,0.0577616170406075,0.0820660023586674
201,0.057686948907810176,0.08022088362573354
202,0.057585488535843915,0.08293347770359485
203,0.05770347788466892,0.08126925834885164
204,0.05670666348649182,0.08268806521788226
205,0.05723155595298293,0.0826950250965445
206,0.05871571908588068,0.08294174003043774
207,0.05786085013264919,0.08079562408415836
208,0.057109751399146834,0.08239034528661737
209,0.057511140154939196,0.08182855408185172
210,0.05701776890792207,0.0816566640960627
211,0.05818081028754896,0.08248706088939217
212,0.05771468674207234,0.08397428323884612
213,0.057554341890008825,0.08219829115379546
214,0.0568683507839505,0.08373541370295104
215,0.06009510252454094,0.07958025942701291
216,0.0546567857524269,0.08196905646669346
217,0.05600939306983416,0.08238368438591265
218,0.05855396288691582,0.0817127037862085
219,0.05716927145517217,0.08220383699971687
220,0.058279853382820955,0.08282201995515953
221,0.06391487439073515,0.08730430672192088
222,0.06554333401316845,0.08712630369162297
223,0.06305909149270444,0.08573561975109256
224,0.06343709105065118,0.08961239735080084
225,0.06464924767693998,0.08956183369238867
226,0.064090710272644,0.08923128682926011
227,0.06341897509984018,0.08798070573782549
228,0.0649449108692077,0.0882787478820197
229,0.06404659499126542,0.08969255599053269
230,0.06309122315038551,0.09066468210852158
231,0.06435127573332249,0.08733673232133125
232,0.0635675339735441,0.09036756488030863
233,0.06591948382872609,0.08850648431782984
234,0.06354297240865986,0.08993700983227765
235,0.0649977419450826,0.08918839817199381
236,0.06362757826786986,0.09244959245559134
237,0.0659153562053605,0.08881959919920622
238,0.06590148740383334,0.09003267092142803
239,0.06514267045890823,0.08999845498726056
240,0.06434871776064219,0.09283376873093901
241,0.06518183738180343,0.09083905346760647
242,0.06476902315692028,0.09121990458691583
243,0.063543167392366,0.08852778068820681
244,0.06353069093235883,0.09116725503746168
245,0.06422481176747886,0.087404820535234
246,0.06415912257007907,0.09032883849831895
247,0.06643642479689273,0.08671624569408547
248,0.0634542700643541,0.08768736146246846
249,0.06329811599005293,0.0883740485896972
250,0.06291934396330487,0.08582394976894858
251,0.06145601214896925,0.08889557028653669
252,0.06237849213168391,0.08721191866822824
253,0.06382375412452716,0.09017378045499043
254,0.06275733239183592,0.08974609994235133
255,0.06454679946231442,0.09024797990776603
256,0.06393487478280767,0.08892224605524425
257,0.06249691986052604,0.09115545784670619
258,0.06265091616586904,0.08803688863240228
259,0.06334787344507525,0.09172637881195314
260,0.06579302475690738,0.0902509933428324
261,0.06729379539953537,0.08877642239876088
262,0.06430967319687048,0.09093892772715068
263,0.06579546046710036,0.08913718734703446
264,0.0643176054267762,0.08965051639295069
265,0.06706903713310808,0.08931746529758988
266,0.06264775576524217,0.09062764033755996
267,0.06490942889368799,0.09075727480252856
268,0.06409904375539072,0.09048892075072754
269,0.06468467106868281,0.0912602372721357
270,0.06263768180094363,0.0889708433613751
271,0.06476607440681181,0.09331506762885133
272,0.06461075599348456,0.09019465992992068
273,0.06468646287403104,0.09357177480301318
274,0.06492066764951249,0.08955496020574386
275,0.06492526583837316,0.0913267326241943
276,0.06466353603836943,0.0919880772013069
277,0.06242528216023714,0.08981214323944718
278,0.0671426900201505,0.09331350931281934
