battery,discharge_cycle_number,capacity_ah,Re,Rct
B0018,1,1.8550045207910817,0.0651581515845521,0.09555369570022
B0018,2,1.8431955317089987,0.0651581515845521,0.09555369570022
B0018,3,1.8396018424355425,0.0651581515845521,0.09555369570022
B0018,4,1.8306736044962053,0.0631981237670715,0.102295112756276
B0018,5,1.8327002069419656,0.0631981237670715,0.102295112756276
B0018,6,1.8285288846046388,0.0631981237670715,0.102295112756276
B0018,7,1.8212011895697924,0.0626964471850834,0.0916190292546578
B0018,8,1.815170010643328,0.0626964471850834,0.0916190292546578
B0018,9,1.8042980520967649,0.0626070139256824,0.0946846935443713
B0018,10,1.8231002302844224,0.0626070139256824,0.0946846935443713
B0018,11,1.8121253520255491,0.0626070139256824,0.0946846935443713
B0018,12,1.8046916382117768,0.0613784305860476,0.0918828824623866
B0018,13,1.790844349786295,0.0613784305860476,0.0918828824623866
B0018,14,1.783470722841926,0.0619988241836867,0.0960700817119328
B0018,15,1.7809386125310702,0.0619988241836867,0.0960700817119328
B0018,16,1.771209039672698,0.0619988241836867,0.0960700817119328
B0018,17,1.7686303996707076,0.0613372486144971,0.0914120280962234
B0018,18,1.7536304801917124,0.0613372486144971,0.0914120280962234
B0018,19,1.7462197416415093,0.0614340330056652,0.0920187644768557
B0018,20,1.7376647337053737,0.0614340330056652,0.0920187644768557
B0018,21,1.7315166735475835,0.0614340330056652,0.0920187644768557
B0018,22,1.7085949894470602,0.062464075366672,0.0878449584531599
B0018,23,1.711469957068211,0.062464075366672,0.0878449584531599
B0018,24,1.7075021373272627,0.0591122614191441,0.0898982221526576
B0018,25,1.7492382064360228,0.0591122614191441,0.0898982221526576
B0018,26,1.7327697147429957,0.0591122614191441,0.0898982221526576
B0018,27,1.7222313328292376,0.0610548889224548,0.0879548425080303
B0018,28,1.711846298984729,0.0610548889224548,0.0879548425080303
B0018,29,1.699267835126687,0.0610092981213067,0.0871066350454787
B0018,30,1.6940366439243106,0.0610092981213067,0.0871066350454787
B0018,31,1.6819027078768087,0.0610092981213067,0.0871066350454787
B0018,32,1.6769770618433686,0.0606490457336047,0.0875492997393303
B0018,33,1.6655229306478936,0.0606490457336047,0.0875492997393303
B0018,34,1.6571924575832084,0.0621948186826762,0.085709711905584
B0018,35,1.6482241555294048,0.0621948186826762,0.085709711905584
B0018,36,1.6387701497987262,0.0621948186826762,0.085709711905584
B0018,37,1.6276486907262062,0.0610647915313547,0.088484820718071
B0018,38,1.62215370227252,0.0610647915313547,0.088484820718071
B0018,39,1.6140066510467586,0.0595969662678692,0.0868405589019254
B0018,40,1.6760516154424625,0.0595969662678692,0.0868405589019254
B0018,41,1.649300642552199,0.0595969662678692,0.0868405589019254
B0018,42,1.63238299185809,0.0628710617847731,0.0850061597091283
B0018,43,1.6164159719025777,0.0628710617847731,0.0850061597091283
B0018,44,1.6109028378249377,0.0609507504152175,0.0854432604918211
B0018,45,1.5954638693695655,0.0609507504152175,0.0854432604918211
B0018,46,1.726707440085764,0.0609507504152175,0.0854432604918211
B0018,47,1.7165673917429751,0.0627903797735489,0.0861108271576963
B0018,48,1.6958235570934848,0.0627903797735489,0.0861108271576963
B0018,49,1.6777783190792557,0.0620543276699188,0.0841039159798283
B0018,50,1.6606586897774192,0.0620543276699188,0.0841039159798283
B0018,51,1.6664109274827466,0.0620543276699188,0.0841039159798283
B0018,52,1.6468336174407805,0.0612687404694232,0.0871128650055224
B0018,53,1.6257639928779952,0.0612687404694232,0.0871128650055224
B0018,54,1.6121577411874597,0.0627057717757101,0.0838112972640761
B0018,55,1.6057366823755344,0.0627057717757101,0.0838112972640761
B0018,56,1.673645314879889,0.0627057717757101,0.0838112972640761
B0018,57,1.6404348572349936,0.0602301101735637,0.0877848925885978
B0018,58,1.6132653317422077,0.0602301101735637,0.0877848925885978
B0018,59,1.5920964324686278,0.0618017944104421,0.0851627893757878
B0018,60,1.5866011820698824,0.0618017944104421,0.0851627893757878
B0018,61,1.580076649033625,0.0618017944104421,0.0851627893757878
B0018,62,1.5641732953289167,0.0633599857416457,0.0860082471809912
B0018,63,1.555618272193922,0.0633599857416457,0.0860082471809912
B0018,64,1.5402045278637395,0.0625497108858106,0.0843178209735426
B0018,65,1.5321613015959863,0.0625497108858106,0.0843178209735426
B0018,66,1.5316232403693415,0.0625497108858106,0.0843178209735426
B0018,67,1.5222595950771978,0.0608839675600462,0.0852251201269989
B0018,68,1.5065267126851285,0.0608839675600462,0.0852251201269989
B0018,69,1.5014219556532926,0.0623189427460542,0.0859882467642574
B0018,70,1.4963534117486457,0.0623189427460542,0.0859882467642574
B0018,71,1.5334262000312422,0.0619094323498869,0.084880750149247
B0018,72,1.523845267514426,0.0619094323498869,0.084880750149247
B0018,73,1.501192099426124,0.0619094323498869,0.084880750149247
B0018,74,1.492417671450291,0.0632884153578242,0.0884732058328667
B0018,75,1.483323851940123,0.0632884153578242,0.0884732058328667
B0018,76,1.4807376792294196,0.0624424564129125,0.085530754144125
B0018,77,1.4735077809902477,0.0624424564129125,0.085530754144125
B0018,78,1.46801928526661,0.0624424564129125,0.085530754144125
B0018,79,1.458092355711902,0.0627245995271744,0.090046169627389
