impedance_cycle_number,Re,Rct
1,0.06515815158455215,0.09555369570022001
2,0.06319812376707153,0.10229511275627602
3,0.06269644718508349,0.09161902925465781
4,0.0626070139256824,0.0946846935443713
5,0.06137843058604763,0.09188288246238666
6,0.06199882418368678,0.0960700817119328
7,0.06133724861449716,0.09141202809622342
8,0.06143403300566526,0.09201876447685577
9,0.06246407536667202,0.08784495845315991
10,0.05911226141914418,0.08989822215265768
11,0.06105488892245489,0.08795484250803035
12,0.06100929812130678,0.08710663504547878
13,0.06064904573360479,0.08754929973933033
14,0.06219481868267621,0.08570971190558405
15,0.06106479153135479,0.08848482071807108
16,0.0595969662678692,0.08684055890192541
17,0.06287106178477314,0.08500615970912836
18,0.06095075041521759,0.08544326049182116
19,0.06279037977354894,0.08611082715769634
20,0.062054327669918884,0.0841039159798283
21,0.06126874046942329,0.08711286500552247
22,0.0627057717757101,0.08381129726407618
23,0.060230110173563736,0.0877848925885978
24,0.061801794410442104,0.08516278937578788
25,0.06335998574164574,0.08600824718099127
26,0.06254971088581063,0.0843178209735426
27,0.06088396756004627,0.08522512012699898
28,0.062318942746054214,0.0859882467642574
29,0.0619094323498869,0.08488075014924702
30,0.06328841535782422,0.08847320583286679
31,0.06244245641291251,0.08553075414412509
32,0.06272459952717446,0.09004616962738907
33,0.06319723456202592,0.0872013762847039
34,0.06332864514547537,0.08797976668527188
35,0.06438276069827963,0.09108149736581252
36,0.06322621852227772,0.08762970040962542
37,0.06275964602343843,0.09224881675419787
38,0.06306423201152148,0.08878755046571668
39,0.0654312939216661,0.08842632755307295
40,0.0640350502034096,0.09164169330042057
41,0.06431683619311312,0.08680690256687046
42,0.06546443423939434,0.0925002319045349
43,0.06545297065463919,0.0888408418585299
44,0.06605675981972527,0.09024364278181114
45,0.06550914978909368,0.08957234616173203
46,0.06602461415916355,0.0893968694708912
47,0.06528925688517716,0.0913916544478255
48,0.06297327821062598,0.08791100017078796
49,0.06516852362411818,0.09570731197373636
50,0.0637387678424481,0.09115176519190589
51,0.06521856379431411,0.09034871149507483
52,0.06590455963486774,0.0920096535708447
53,0.06606850271516486,0.08895885074391789
